index,xmonth,xtime,yEAC,yEACr,yTSW,yTSWr
5359,3,2008-03-14 12:00:00,12117,0.9996699942248989,4,0.00033000577510106425
5360,3,2008-03-15 12:00:00,12119,0.9998349971124495,2,0.00016500288755053212
5361,3,2008-03-16 12:00:00,12119,0.9998349971124495,2,0.00016500288755053212
5362,3,2008-03-17 12:00:00,12102,0.99843247256827,19,0.0015675274317300553
5363,3,2008-03-18 12:00:00,12071,0.9958749278112367,50,0.004125072188763303
5365,3,2008-03-19 12:00:00,12041,0.9933998844979787,80,0.006600115502021286
5366,3,2008-03-20 12:00:00,12002,0.9901823281907434,119,0.009817671809256662
5367,3,2008-03-21 12:00:00,11995,0.9896048180843164,126,0.010395181915683524
5368,3,2008-03-22 12:00:00,11992,0.9893573137529906,129,0.010642686247009323
5369,3,2008-03-23 12:00:00,12012,0.991007342628496,109,0.008992657371504
5370,3,2008-03-24 12:00:00,12019,0.9915848527349228,102,0.008415147265077139
5371,3,2008-03-25 12:00:00,12017,0.9914198498473723,104,0.00858015015262767
5372,3,2008-03-26 12:00:00,11990,0.9891923108654401,131,0.010807689134559855
5373,3,2008-03-27 12:00:00,11982,0.988532299315238,139,0.011467700684761984
5374,3,2008-03-28 12:00:00,11982,0.988532299315238,139,0.011467700684761984
5375,3,2008-03-29 12:00:00,11959,0.986634766108407,162,0.013365233891593102
5376,3,2008-03-30 12:00:00,11939,0.9849847372329016,182,0.015015262767098424
5377,3,2008-03-31 12:00:00,11912,0.9827571982509694,209,0.017242801749030607
5378,4,2008-04-01 12:00:00,11913,0.9828396996947446,208,0.01716030030525534
5379,4,2008-04-02 12:00:00,11808,0.9741770480983417,313,0.02582295190165828
5380,4,2008-04-03 12:00:00,11737,0.9683194455902978,384,0.03168055440970217
5381,4,2008-04-04 12:00:00,11695,0.9648543849517367,426,0.03514561504826334
5382,4,2008-04-05 12:00:00,11708,0.9659269037208151,413,0.03407309627918489
5383,4,2008-04-06 12:00:00,11698,0.9651018892830625,423,0.03489811071693755
5384,4,2008-04-07 12:00:00,11650,0.9611418199818497,471,0.03885818001815032
5385,4,2008-04-08 12:00:00,11657,0.9617193300882766,464,0.03828066991172346
5386,4,2008-04-09 12:00:00,11714,0.9664219123834668,407,0.03357808761653329
5387,4,2008-04-10 12:00:00,11742,0.9687319528091741,379,0.03126804719082584
5388,4,2008-04-11 12:00:00,11673,0.9630393531886808,448,0.0369606468113192
5389,4,2008-04-12 12:00:00,11688,0.9642768748453098,433,0.035723125154690206
5390,4,2008-04-13 12:00:00,11523,0.9506641366223909,598,0.04933586337760911
5391,4,2008-04-14 12:00:00,11459,0.9453840442207738,662,0.054615955779226136
5392,4,2008-04-15 12:00:00,11420,0.9421664879135385,701,0.057833512086461515
